MANDT,BILLINGDOCUMENTTYPE,LANGUAGE,BILLINGDOCUMENTTYPENAME
102,YLRS,L,Lista faktur
102,YLRS,M,發票清單
102,YLRS,N,Factuurlijst
102,YLRS,O,Fakturaliste
102,YLRS,P,Lista de faturas
102,YLRS,Q,Zoznam faktúr
102,YLRS,R,Список счетов
102,YLRS,S,Lista de facturas
102,YLRS,T,Fatura listesi
102,YLRS,U,Laskuluettelo
102,YLRS,V,Fakturalista
102,YLRS,W,Списък фактури
102,YLRS,X,Sąskaitų sąrašas
102,YLRS,Y,Rēķinu saraksts
102,YLRS,c,Llista factures
102,YLRS,d,Lista faktura
102,YLRS,묩,इनवॉइस सूची
102,YLRS,뱋,Шоттар тізімі
102,YLRS,쁩,Danh sách Hóa đơn
102,YLS2,1,发票
102,YLS2,2,ใบกำกับสินค้า
102,YLS2,3,송장
102,YLS2,4,Factură
102,YLS2,5,Račun
102,YLS2,6,Faktura
102,YLS2,7,Invois
102,YLS2,8,Рахунок-фактура
102,YLS2,9,Arve
102,YLS2,A,الفاتورة
102,YLS2,B,חשבונית
102,YLS2,C,Faktura
102,YLS2,D,Rechnung
102,YLS2,E,MH_Lent Sales Invoice
102,YLS2,F,Facture
102,YLS2,G,Τιμολόγιο
102,YLS2,H,Számla
102,YLS2,I,Fattura
102,YLS2,J,請求書
102,YLS2,K,Faktura
102,YLS2,L,Faktura
102,YLS2,M,發票
102,YLS2,N,Factuur
102,YLS2,O,Faktura
102,YLS2,P,Fatura
102,YLS2,Q,Faktúra
102,YLS2,R,Счет
102,YLS2,S,Factura
102,YLS2,T,Fatura
102,YLS2,U,Lasku
102,YLS2,V,Faktura
102,YLS2,W,Фактура
102,YLS2,X,Sąskaita
102,YLS2,Y,Faktūrrēķins
102,YLS2,c,Factura
102,YLS2,d,Faktura
102,YLS2,묩,इनवॉइस
102,YLS2,뱋,Шот-фактура
102,YLS2,쁩,Hóa đơn
102,YOT2,1,发票
102,YOT2,2,ใบกำกับสินค้า
102,YOT2,3,송장
102,YOT2,4,Factură
102,YOT2,5,Račun
102,YOT2,6,Faktura
102,YOT2,7,Invois
102,YOT2,8,Рахунок-фактура
102,YOT2,9,Arve
102,YOT2,A,الفاتورة
102,YOT2,B,חשבונית
102,YOT2,C,Faktura
102,YOT2,D,Rechnung
102,YOT2,E,MH_Others Invoice
102,YOT2,F,Facture
102,YOT2,G,Τιμολόγιο
102,YOT2,H,Számla
102,YOT2,I,Fattura
102,YOT2,J,請求書
102,YOT2,K,Faktura
102,YOT2,L,Faktura
102,YOT2,M,發票
102,YOT2,N,Factuur
102,YOT2,O,Faktura
102,YOT2,P,Fatura
102,YOT2,Q,Faktúra
102,YOT2,R,Счет
102,YOT2,S,Factura
102,YOT2,T,Fatura
102,YOT2,U,Lasku
102,YOT2,V,Faktura
102,YOT2,W,Фактура
102,YOT2,X,Sąskaita
102,YOT2,Y,Faktūrrēķins
102,YOT2,c,Factura
102,YOT2,d,Faktura
102,YOT2,묩,इनवॉइस
102,YOT2,뱋,Шот-фактура
102,YOT2,쁩,Hóa đơn
102,YRE,1,退货货记
102,YRE,2,ใบลดหนี้ของการส่งคืน
102,YRE,3,반품의 대변
102,YRE,4,Credit pt.retururi
102,YRE,5,Kredit za vračila
102,YRE,6,Odobr. za povrate
102,YRE,7,Kredit utk Pulangan
102,YRE,8,Кредит для повернен.
102,YRE,9,Tagastuste kreedit
102,YRE,A,دائن للمرتجعات
102,YRE,B,אשראי להחלפות
102,YRE,C,Dobropis vrác.dod.
102,YRE,D,Retourengutschrift
102,YRE,E,MH_Credit for Returns
102,YRE,F,Avoir pour retours
102,YRE,G,Πίστωση για Επιστρ.
102,YRE,H,Visszáru-jóváírás
102,YRE,I,Nota cred.per resi
102,YRE,J,返品クレジット
102,YRE,K,KredNota returvarer
102,YRE,L,Fak.k.min za zwroty
102,YRE,M,退貨通知單
102,YRE,N,Retourencreditnota
102,YRE,O,Returkreditnota
102,YRE,P,Crédito devolução
102,YRE,Q,Dobropis vrát.dod.
102,YRE,R,Кредитов. возврата
102,YRE,S,Abono p.devoluciones
102,YRE,T,İade alacak dekontu
102,YRE,U,Palautushyvityslasku
102,YRE,V,Kreditnota returer
102,YRE,W,Кредит. на върн. ст.
102,YRE,X,Grąžinimų kreditas
102,YRE,Y,Kredīts atgriešanai
102,YRE,c,Abon.devolucions
102,YRE,d,Odobrenje za vrać.
102,YRE,묩,वापसी हेतु क्रेडिट
102,YRE,뱋,Қайтар.арн.кредит
102,YRE,쁩,T.dụng chohoànlại
102,YRLP,1,发票
102,YRLP,2,ใบกำกับสินค้า
102,YRLP,3,송장
102,YRLP,4,Factură
102,YRLP,5,Račun
102,YRLP,6,Faktura
102,YRLP,7,Invois
102,YRLP,8,Рахунок-фактура
102,YRLP,9,Arve
102,YRLP,A,الفاتورة
102,YRLP,B,חשבונית
102,YRLP,C,Faktura
102,YRLP,D,Rechnung
102,YRLP,E,MH_Ren_Les_Perdic_Bill
102,YRLP,F,Facture
102,YRLP,G,Τιμολόγιο
102,YRLP,H,Számla
102,YRLP,I,Fattura
102,YRLP,J,請求書
102,YRLP,K,Faktura
102,YRLP,L,Faktura
102,YRLP,M,發票
102,YRLP,N,Factuur
102,YRLP,O,Faktura
102,YRLP,P,Fatura
102,YRLP,Q,Faktúra
102,YRLP,R,Счет
102,YRLP,S,Factura
102,YRLP,T,Fatura
102,YRLP,U,Lasku
102,YRLP,V,Faktura
102,YRLP,W,Фактура
102,YRLP,X,Sąskaita
102,YRLP,Y,Faktūrrēķins
102,YRLP,c,Factura
102,YRLP,d,Faktura
102,YRLP,묩,इनवॉइस
102,YRLP,뱋,Шот-фактура
102,YRLP,쁩,Hóa đơn
102,YS1,1,发票作废
102,YS1,2,การยกเลิกใบแจ้งหนี้
102,YS1,3,송장 취소
102,YS1,4,Stornare factură
102,YS1,5,Storno računa
102,YS1,6,Storniranje fakture
102,YS1,7,Pembatalan Invois
102,YS1,8,Скасування рахунка-фактури
102,YS1,9,Arve tühistamine
102,YS1,A,إلغاء الفاتورة
102,YS1,B,ביטול חשבונית
102,YS1,C,Storno faktury
102,YS1,D,Storno Rechnung
102,YS1,E,MH_Cancel. Invoice (S1)
102,YS1,F,Annulation de facture
102,YS1,G,Ακύρωση Τιμολογίου
102,YS1,H,Számlastornó
102,YS1,I,Storno fattura
102,YS1,J,請求書取消
102,YS1,K,Fakturaannullering
102,YS1,L,Storno faktury
102,YS1,M,發票取消
102,YS1,N,Factuurstorno
102,YS1,O,Fakturaannullering
102,YS1,P,Estorno de fatura
102,YS1,Q,Storno faktúry
102,YS1,R,Сторно счета
102,YS1,S,Cancelación de facturas
102,YS1,T,Fatura iptali
102,YS1,U,Laskun peruutus
102,YS1,V,Fakturaannullering
102,YS1,W,Сторно на фактура
102,YS1,X,Sąskaitos anuliavimas
102,YS1,Y,Faktūrrēķina atcelšana
102,YS1,c,Cancel·lació de factures
102,YS1,d,Storniranje fakture
102,YS1,묩,इनवॉइस रद्द करें
102,YS1,뱋,Шотты болдырмау
102,YS1,쁩,Hủy hóa đơn
102,YS2,1,贷项凭证取消
102,YS2,2,การยกเลิกใบลดหนี้
102,YS2,3,대변 메모 취소
102,YS2,4,Anulare credit memo
102,YS2,5,Storno dobropisa
102,YS2,6,Storniranje odobrenja
102,YS2,7,Pembatalan Memo Kredit
102,YS2,8,Скасування кредитового авізо
102,YS2,9,Kreeditarve tühistamine
102,YS2,A,إلغاء مذكرة دائنة
102,YS2,B,ביטול של הודעת זיכוי
102,YS2,C,Storno dobropisu
102,YS2,D,Storno Gutschrift
102,YS2,E,MH_Cancel of Cred Memo
102,YS2,F,Annulation d'avoir
102,YS2,G,Ακύρωση Πιστ.Σημειώματος
102,YS2,H,Jóváírás stornózása
102,YS2,I,Storno nota di credito
102,YS2,J,クレジットメモ取消
102,YS2,K,Annullering af kreditnota
102,YS2,L,Storno faktury korygującej minus
102,YS2,M,貸項通知單取消
102,YS2,N,Storno creditnota
102,YS2,O,Annullering av kreditnota
102,YS2,P,Estorno de nota de crédito
102,YS2,Q,Storno dobropisu
102,YS2,R,Сторно кредитового авизо
102,YS2,S,Cancelación de nota de abono
102,YS2,T,Alacak dekontu iptali
102,YS2,U,Hyvityksen peruutus
102,YS2,V,Annullering av kreditnota
102,YS2,W,Сторниране кредитно авизо
102,YS2,X,Kreditinės sąskaitos atšaukimas
102,YS2,Y,Kredītrēķina atcelšana
102,YS2,c,Cancel·lació de nota d'abonament
102,YS2,d,Storniranje odobrenja
102,YS2,묩,क्रेडिट मेमो रद्द करें
102,YS2,뱋,Кред.авиз.болдырмау
102,YS2,쁩,Hủy giấy ghi có
102,YSF2,1,发票
102,YSF2,2,ใบกำกับสินค้า
102,YSF2,3,송장
102,YSF2,4,Factură
102,YSF2,5,Račun
102,YSF2,6,Faktura
102,YSF2,7,Invois
102,YSF2,8,Рахунок-фактура
102,YSF2,9,Arve
102,YSF2,A,الفاتورة
102,YSF2,B,חשבונית
102,YSF2,C,Faktura
102,YSF2,D,Rechnung
102,YSF2,E,MH_Sch. Agrmnt Invoice
102,YSF2,F,Facture
102,YSF2,G,Τιμολόγιο
102,YSF2,H,Számla
102,YSF2,I,Fattura
102,YSF2,J,請求書
102,YSF2,K,Faktura
102,YSF2,L,Faktura
102,YSF2,M,發票
102,YSF2,N,Factuur
102,YSF2,O,Faktura
102,YSF2,P,Fatura
102,YSF2,Q,Faktúra
102,YSF2,R,Счет
102,YSF2,S,Factura
102,YSF2,T,Fatura
102,YSF2,U,Lasku
102,YSF2,V,Faktura
102,YSF2,W,Фактура
102,YSF2,X,Sąskaita
102,YSF2,Y,Faktūrrēķins
102,YSF2,c,Factura
102,YSF2,d,Faktura
102,YSF2,묩,इनवॉइस
102,YSF2,뱋,Шот-фактура
102,YSF2,쁩,Hóa đơn
